ts_code,name
022011.OF,华富祥晖6个月持有C
022157.OF,东兴红利优选A
022158.OF,东兴红利优选C
022713.OF,中信保诚惠泽18个月D
022317.OF,施罗德添益C
022712.OF,中信保诚惠泽18个月C
020504.OF,中信保诚稳鑫D
022699.OF,华泰柏瑞沪深300ETF联接I
020927.OF,中信保诚稳鸿D
022366.OF,贝莱德沪深300指数增强A
022097.OF,长城中证红利低波100指数A
022384.OF,华夏中证信息技术应用创新产业联接A
022091.OF,富安达沪深300指数增强C
022678.OF,华泰柏瑞红利低波动ETF联接I
022685.OF,中银中证1000指数增强E
022684.OF,创金合信尊泰纯债C
021266.OF,中信保诚稳悦D
022090.OF,富安达沪深300指数增强A
021931.OF,兴业华证沪港深红利100指数A
022679.OF,华泰柏瑞科创板50ETF联接I
022664.OF,华泰柏瑞纳斯达克100联接I
022663.OF,华泰柏瑞中证港股通高股息投资联接I
021932.OF,兴业华证沪港深红利100指数C
022385.OF,华夏中证信息技术应用创新产业联接C
020556.OF,中信保诚景瑞D
022667.OF,永赢瑞益D
022137.OF,中银MSCI中国A50互联互通指数增强E
560810.SH,央企ESGETF
159355.SZ,800红利低波ETF
022626.OF,诺安中证A100D
159356.SZ,A500ETF基金
021626.OF,华富半导体产业A
021627.OF,华富半导体产业C
022506.OF,泓德裕泰D
022662.OF,永赢润益B
022660.OF,永赢宏泰D
159358.SZ,中证A500ETF基金
563500.SH,中证A500ETF华宝
022661.OF,华富中证A100联接C
022408.OF,鑫元睿鑫添益A
022304.OF,贝莱德安裕90天持有C
512020.SH,A500ETF指数
022541.OF,国泰中证计算机主题ETF联接E
022483.OF,国泰中证全指家用电器ETF联接E
022500.OF,国泰中证全指通信设备ETF联接E
022303.OF,贝莱德安裕90天持有A
022498.OF,国泰中证生物医药ETF联接E
022502.OF,国泰黄金ETF联接E
022586.OF,国泰中证钢铁ETF联接E
022409.OF,鑫元睿鑫添益C
022482.OF,国泰中证新能源汽车ETF联接E
159357.SZ,中证A500指数ETF
022633.OF,南方0-2年国开债I
022216.OF,人保泰和积极配置三个月持有C
022655.OF,农银汇理天天利C
022645.OF,富国天惠精选成长D
022656.OF,国泰民安增益E
022215.OF,人保泰和积极配置三个月持有A
159360.SZ,中证A500ETF天弘
021659.OF,华安恒生生物科技指数C
021658.OF,华安恒生生物科技指数A
022387.OF,华夏中证汽车零部件主题联接C
021801.OF,汇添富丰穗60天持有A
022017.OF,华泰柏瑞集利C
022151.OF,国投瑞银中证港股通央企红利指数A
022386.OF,华夏中证汽车零部件主题联接A
159359.SZ,中证A500ETF华安
021895.OF,国投瑞银中证机器人指数A
021688.OF,鹏华北证50成份指数C
021896.OF,国投瑞银中证机器人指数C
022653.OF,华安易富黄金ETF联接I
021101.OF,国泰北证50成份指数A
022652.OF,圆信永丰丰和中短债E
022647.OF,华安恒生科技联接I
022152.OF,国投瑞银中证港股通央企红利指数C
021574.OF,平安元恒90天持有A
021102.OF,国泰北证50成份指数C
021687.OF,鹏华北证50成份指数A
022608.OF,人保鑫泽纯债E
022593.OF,人保鑫盛纯债E
022519.OF,东海祥龙C
022654.OF,华安创业板50ETF联接I
022016.OF,华泰柏瑞集利A
022646.OF,华安上证180ETF联接I
021575.OF,平安元恒90天持有C
022625.OF,华安安益E
159362.SZ,A500ETF工银
021802.OF,汇添富丰穗60天持有C
022614.OF,南方中证A100联接I
022322.OF,汇添富稳航30天持有D
022486.OF,国金中证A500指数增强C
022485.OF,国金中证A500指数增强A
530050.SH,上证50ETF东财
022609.OF,南方1-5年国开债I
563880.SH,中证A500指数ETF
022528.OF,天弘中债1-5年政策金融债E
021984.OF,中信保诚红利领航量化选股C
021942.OF,中海丰泽利率债C
022581.OF,天弘弘择短债E
021983.OF,中信保诚红利领航量化选股A
022515.OF,农银汇理金盈C
022504.OF,招商沪深300联接A
021941.OF,中海丰泽利率债A
022505.OF,招商沪深300联接C
022582.OF,天弘工盈三个月持有E
022584.OF,天弘齐享E
022537.OF,天弘季季兴三个月定开债E
022533.OF,天弘中债1-3年国开债E
021518.OF,兴华兴利C
022589.OF,南方稳福120天持有E
022591.OF,人保鑫瑞中短债E
021517.OF,兴华兴利A
022607.OF,汇安行业龙头C
022253.OF,前海开源中债1-3年国开行D
022605.OF,人保货币E
022610.OF,国泰中证A500联接I
022588.OF,南方中债3-5年农发行I
022407.OF,苏新鑫盛利率债
022596.OF,华安添颐C
022024.OF,圆信永丰中债0-3年政策性金融债C
022536.OF,天弘安益E
022450.OF,银华中证A500联接A
022556.OF,天弘安康颐和E
022606.OF,银华中证A50联接I
022601.OF,华安现金富利C
022451.OF,银华中证A500联接C
022602.OF,天弘信利E
022022.OF,圆信永丰中债0-3年政策性金融债A
022452.OF,银华中证A500联接I
022438.OF,华泰柏瑞中证A500联接A
022074.OF,平安元嘉90天持有A
022422.OF,大成中证A500联接C
021648.OF,东方红动力领航C
022542.OF,天弘优选E
022535.OF,天弘中债3-5年金融债E
022439.OF,华泰柏瑞中证A500联接C
021990.OF,中加专精特新量化选股A
021680.OF,永赢安泽6个月持有E
022453.OF,嘉实中证A500联接A
021678.OF,永赢安泽6个月持有A
022466.OF,华安中证A500联接C
021892.OF,融通中证港股通科技指数C
022075.OF,平安元嘉90天持有C
022435.OF,南方中证A500联接C
021761.OF,红塔红土30天持有A
021679.OF,永赢安泽6个月持有C
022454.OF,嘉实中证A500联接C
022441.OF,万家中证A500联接C
021991.OF,中加专精特新量化选股C
159361.SZ,A500ETF易方达
022440.OF,万家中证A500联接A
022423.OF,大成中证A500联接E
022434.OF,南方中证A500联接A
022585.OF,申万菱信安泰景利纯债C
021891.OF,融通中证港股通科技指数A
021762.OF,红塔红土30天持有C
022578.OF,天弘价值精选E
021647.OF,东方红动力领航A
022465.OF,华安中证A500联接A
022421.OF,大成中证A500联接A
022592.OF,中加聚鑫纯债一年D
022436.OF,摩根中证A500联接A
022580.OF,天弘增利E
022509.OF,国泰中证全指证券公司ETF联接E
508097.SH,华泰南京建邺REIT
022437.OF,摩根中证A500联接C
022579.OF,天弘多元增利E
022459.OF,易方达中证A500联接A
022463.OF,富国中证A500联接A
022475.OF,国泰中证畜牧养殖ETF联接E
022577.OF,鹏华信用增利D
022574.OF,鹏华丰达D
022460.OF,易方达中证A500联接C
022464.OF,富国中证A500联接C
563800.SH,中证A500ETF龙头
022497.OF,国泰CES半导体芯片行业ETF联接E
022481.OF,国泰中证动漫游戏ETF联接E
022501.OF,国泰中证煤炭ETF联接E
022567.OF,天弘中证500指数增强E
022494.OF,国泰上证综合ETF联接E
022569.OF,银华上证科创板100联接I
512050.SH,A500ETF基金
022449.OF,国泰中证A500联接C
563520.SH,沪深300ETF永赢
022448.OF,国泰中证A500联接A
022001.OF,浙商汇金红利机遇C
022552.OF,天弘优利短债D
022564.OF,永赢昭利B
022000.OF,浙商汇金红利机遇A
022590.OF,中信保诚幸福消费C
022516.OF,泰信增强收益D
022553.OF,天弘优利短债E
022587.OF,天弘增益回报E
022558.OF,天弘中证医药指数增强E
022559.OF,天弘中证高端装备制造增强E
022583.OF,天弘添利F
022555.OF,天弘安康颐利F
021611.OF,银河银信添利E
022429.OF,天弘中证A500联接C
159328.SZ,家电ETF易方达
022568.OF,金鹰元丰D
022295.OF,财通聚利纯债C
022428.OF,天弘中证A500联接A
021671.OF,银河天盈中短债E
022554.OF,天弘恒新E
588070.SH,科创板成长ETF
022444.OF,景顺长城中证A500联接A
021720.OF,鹏华中债0-3年政策性金融债A
018228.OF,万家日日薪E
021721.OF,鹏华中债0-3年政策性金融债C
022445.OF,景顺长城中证A500联接C
022413.OF,诺德短债D
022538.OF,天弘招利短债E
022544.OF,天弘中证科技100指数增强E
022425.OF,广发中证A500联接C
022424.OF,广发中证A500联接A
021436.OF,博时季季兴90天滚动持有C
022023.OF,大摩同业存单指数7天持有
021929.OF,湘财鑫裕纯债C
021756.OF,中欧价值品质C
021469.OF,华安中证全指医疗器械指数A
022518.OF,南方产业智选C
021996.OF,南华丰睿量化选股C
022269.OF,中信保诚周期优选A
021795.OF,广发稳信六个月持有A
022512.OF,南方亚洲美元债E人民币
021343.OF,建信鑫诚90天持有C
022557.OF,天弘丰利F
022456.OF,招商中证A500联接C
022455.OF,招商中证A500联接A
021928.OF,湘财鑫裕纯债A
020849.OF,尚正正泰平衡配置C
021470.OF,华安中证全指医疗器械指数C
022530.OF,天弘安怡30天滚动持有E
021342.OF,建信鑫诚90天持有A
022270.OF,中信保诚周期优选C
022529.OF,天弘安怡30天滚动持有A
022545.OF,天弘国证消费100指数增强E
021796.OF,广发稳信六个月持有C
021995.OF,南华丰睿量化选股A
021435.OF,博时季季兴90天滚动持有A
020848.OF,尚正正泰平衡配置A
021755.OF,中欧价值品质A
022347.OF,中银上海金ETF联接E
022540.OF,天弘安利短债E
022539.OF,天弘安利短债D
022432.OF,中欧中证A500指数A
021958.OF,南方中证沪深港黄金产业股票指数A
022433.OF,中欧中证A500指数C
022531.OF,天弘安悦90天滚动持有A
022527.OF,天弘多元收益E
022534.OF,景顺长城稳定收益F
022503.OF,富国全球债券人民币E
022517.OF,中加聚利纯债定开D
021959.OF,南方中证沪深港黄金产业股票指数C
022543.OF,天弘沪深300指数增强E
022532.OF,天弘安悦90天滚动持有E
022507.OF,华泰紫金丰和E
022180.OF,新沃中债0-3年政金债C
022462.OF,华商中证A500指数增强C
022525.OF,天弘纳斯达克100指数D
022484.OF,金鹰元祺信用债C
022524.OF,天弘越南市场D
021643.OF,国联安积极配置3个月持有A
022523.OF,天弘标普500D
021707.OF,富国中证红利低波动联接A
021708.OF,富国中证红利低波动联接C
021644.OF,国联安积极配置3个月持有C
022179.OF,新沃中债0-3年政金债A
022526.OF,天弘永利优享E
022461.OF,华商中证A500指数增强A
022431.OF,华夏中证A500联接C
022430.OF,华夏中证A500联接A
159325.SZ,半导体精选ETF
022279.OF,融通通和D
022510.OF,鹏华丰盛稳固收益A
022511.OF,鹏华丰盛稳固收益D
021979.OF,兴证全球红利量化选股A
021980.OF,兴证全球红利量化选股C
022478.OF,鹏华鑫享稳健E
022458.OF,博时中证A500联接C
022457.OF,博时中证A500联接A
530880.SH,红利ETF国企
021920.OF,国泰君安红利量化选股C
022477.OF,鹏华丰顺C
022065.OF,西部利得沣睿利率债A
022364.OF,永赢科技智选A
022296.OF,天弘安康颐利E
022066.OF,西部利得沣睿利率债C
562970.SH,光伏ETF易方达
022365.OF,永赢科技智选C
021919.OF,国泰君安红利量化选股A
021904.OF,中银ESG主题A
022194.OF,鹏华安诚E
022210.OF,中信保诚90天持有C
021885.OF,太平量化选股C
022209.OF,中信保诚90天持有A
022426.OF,泰康中证A500联接A
021905.OF,中银ESG主题C
022487.OF,财通资管鸿慧中短债I
022013.OF,宏利鑫享90天持有C
020919.OF,鹏扬聚优睿选C
020918.OF,鹏扬聚优睿选A
022427.OF,泰康中证A500联接C
022012.OF,宏利鑫享90天持有A
021853.OF,博时稳健恒利A
021363.OF,易方达中证沪深港黄金产业指数C
022277.OF,汇添富弘悦回报C
021884.OF,太平量化选股A
022070.OF,天弘中证工程机械主题C
022193.OF,鹏华安诚D
021362.OF,易方达中证沪深港黄金产业指数A
021765.OF,长盛北证50成份指数增强A
021766.OF,长盛北证50成份指数增强C
022374.OF,富国亚洲收益人民币E
021854.OF,博时稳健恒利C
022069.OF,天弘中证工程机械主题A
022276.OF,汇添富弘悦回报A
159590.SZ,软件50ETF
022189.OF,鹏华金城灵活配置A
022190.OF,鹏华金城灵活配置C
180701.SZ,银华绍兴原水水利REIT
022402.OF,华商瑞丰短债E
022018.OF,景顺长城景颐合利A
021691.OF,招商资管北证50成份指数C
022418.OF,金鹰鑫瑞D
021690.OF,招商资管北证50成份指数A
022359.OF,易方达7-10年国开行D
022019.OF,景顺长城景颐合利C
022378.OF,浙商惠利纯债C
022375.OF,招商鑫诚短债D
159312.SZ,恒生ETF港股通
022225.OF,泓德智选领航C
022045.OF,招商安宁C
022381.OF,金鹰添祥中短债D
022406.OF,天弘月月兴30天持有E
022224.OF,泓德智选领航A
022044.OF,招商安宁A
520520.SH,恒生消费ETF华泰柏瑞
022061.OF,申万菱信季季瑞三个月持有纯债A
022002.OF,平安中短债I
022329.OF,中泰安弘C
022062.OF,申万菱信季季瑞三个月持有纯债C
022287.OF,长城医药产业精选C
022286.OF,长城医药产业精选A
022373.OF,鹏华金享C
021128.OF,恒越季季乐3个月滚动持有C
021085.OF,鹏华中证光伏产业联接C
022371.OF,鹏华弘泰D
021127.OF,恒越季季乐3个月滚动持有A
021989.OF,银河中证通信设备主题指数C
022288.OF,合煦智远嘉选E
021292.OF,鹏华国证疫苗与生物科技联接A
022271.OF,合煦智远稳进纯债E
021988.OF,银河中证通信设备主题指数A
021084.OF,鹏华中证光伏产业联接A
021293.OF,鹏华国证疫苗与生物科技联接C
022369.OF,鹏华安益增强A
022372.OF,汇安信泰稳健一年持有E
022360.OF,永赢易弘B
022167.OF,富国资源精选C
022358.OF,民生加银龙头优选C
022240.OF,嘉实丰益纯债C
022370.OF,鹏华安益增强C
021950.OF,南方深证主板50联接C
021949.OF,南方深证主板50联接A
022178.OF,东财中证食品饮料指数增强E
022355.OF,南方皓元短债E
022346.OF,东海美丽中国C
022315.OF,东方红益丰纯债E
022357.OF,富国盛利增强E
180203.SZ,招商高速公路REIT
508003.SH,中金联东科创REIT
022289.OF,银河沃丰C
508069.SH,华夏南京交通高速公路REIT
513780.SH,港股创新药50ETF
022361.OF,天弘荣创一年持有C
022217.OF,合煦智远嘉悦利率债E
022268.OF,永赢迅利中高等级短债D
019639.OF,华安众鑫90天滚动持有E
021964.OF,天弘国证新能源电池指数C
021986.OF,财通资管先进制造C
019629.OF,中金成长领航C
021472.OF,华夏中证全指信息技术联接C
021963.OF,天弘国证新能源电池指数A
022299.OF,安信周期优选A
022301.OF,安信医药创新A
022168.OF,富国洞见价值E
022300.OF,安信周期优选C
021199.OF,汇添富优选价值C
019628.OF,中金成长领航A
022297.OF,大成稳康6个月持有E
022302.OF,安信医药创新C
021471.OF,华夏中证全指信息技术联接A
021198.OF,汇添富优选价值A
021985.OF,财通资管先进制造A
022278.OF,富国鑫旺积极养老目标五年持有Y
022267.OF,鹏华中债-0-3年AA+优选信用债指数D
022294.OF,摩根纯债D
022282.OF,鹏华弘华E
018936.OF,招商稳恒中短债60天持有D
022281.OF,鹏华弘润E
022284.OF,鹏华弘信E
021162.OF,天弘北证50成份指数C
022298.OF,永赢鑫享D
021161.OF,天弘北证50成份指数A
022266.OF,博时裕泉纯债C
022283.OF,鹏华安泽E
022285.OF,鹏华弘实E
021243.OF,富国中证中央企业红利联接A
021253.OF,华安中证信息技术应用创新产业指数C
022264.OF,鹏华丰诚E
021698.OF,国泰中证光伏产业ETF联接E
022280.OF,鹏华纯债A
021244.OF,富国中证中央企业红利联接C
022263.OF,鹏华丰诚B
022228.OF,博时裕盛纯债C
021252.OF,华安中证信息技术应用创新产业指数A
022274.OF,国泰中证港股通高股息投资联接A
561570.SH,油气ETF华泰柏瑞
021699.OF,汇添富远见成长A
022275.OF,国泰中证港股通高股息投资联接C
021700.OF,汇添富远见成长C
021829.OF,招商中证A100联接C
021828.OF,招商中证A100联接A
021428.OF,国泰优质精选C
022122.OF,国泰君安中证香港科技指数C
022176.OF,国泰利享中短债F
022141.OF,国泰利享安益短债F
022256.OF,鹏华丰鑫C
022201.OF,国泰利安中短债F
022257.OF,鹏华丰鑫D
022121.OF,国泰君安中证香港科技指数A
021427.OF,国泰优质精选A
022265.OF,中欧诚悦C
022273.OF,鹏华丰和E
022260.OF,鹏华丰利E
022262.OF,华泰柏瑞中证A50联接E
022261.OF,鹏华丰利D
022233.OF,鹏华双债增利D
022259.OF,鹏华弘盛E
022230.OF,金鹰年年邮享一年持有期D
022223.OF,泉果消费机遇
021948.OF,广发中证军工ETF联接F
022232.OF,鹏华双债保利A
021275.OF,万家上证科创板100指数增强A
022254.OF,国联盈泽中短债B
022252.OF,中邮健康文娱C
560510.SH,中证A500ETF
022272.OF,景顺长城保守养老目标一年持有Y
021962.OF,景顺长城中证国新港股通央企红利联接C
021276.OF,万家上证科创板100指数增强C
022243.OF,中邮军民融合C
021947.OF,广发中证光伏产业F
022104.OF,广发中证创新药产业ETF联接F
022106.OF,广发中证全指信息技术ETF联接F
021515.OF,汇添富红利智选A
022247.OF,大成景乐纯债D
022222.OF,中邮战略新兴产业C
021833.OF,富国沪深300联接C
021832.OF,富国沪深300联接A
021516.OF,汇添富红利智选C
021961.OF,景顺长城中证国新港股通央企红利联接A
022258.OF,鹏华弘尚E
022251.OF,中信保诚增强收益C
021297.OF,鹏华国证有色金属行业联接C
022246.OF,路博迈中高等级信用债E
